Sentence,Sentiment
operating profit fell to eur 15.1 mn from eur 24.6 mn in 2006 .,-1
"we have also cut our price projections for paper and packaging , an analyst with goldman sachs said on a note on monday .",-1
lee lee ready to exit bankruptcy. strong volume today.,1
"finnish lifting equipment maker konecranes oyj said on july 30 , 2008 that its net profit rose to 71.2 mln euro 111.1 mln for the first half of 2008 from 57.1 mln euro 89.1 mln for the same period of 2007 .",1
the new activity will incur an investment of about 5 meur .,0
"tip of the week panfish like bluegills are great fun to catch , especially for children new to fishing .",0
"net cash flow from operating activities was a negative eur 3.1 mn , compared to eur 23.3 mn in the corresponding period in 2009 .",0
added long at friday close spy labu blue amzn,1
the company continued the development of a fully human antibody in its vap-1 antibody program .,0
brief-legal general s retirement business books 4 billion stg h1 sales,1
okmetic s silicon wafers are part of a further processing chain that produces end products that improve human interaction and quality of life .,0
"helsinki afx - nokian tyres reported a fourth quarter pretax profit of 61.5 mln eur , up from 48.6 mln on the back of strong sales .",1
"in addition , the production at the varpaisj rvi factory will be stopped at the beginning of april 2009 .",0
gsk joins china trade push as uk trumpets healthcare deals,1
these module products will be available for trials during 3q-07 and for volume deliveries during 4q-07 .,0
"operating loss totalled eur 0.9 mn , down from a profit of eur 2.7 mn .",0
london afx - fortum said it has agreed to sell its industrial maintenance service operations to funds managed by capman for an undisclosed sum .,0
global banking news - 28 september 2010 tieto corporation and pohjola bank pink pojlf are to cooperate on swift services .,1
the current reference grade instruments are challenging to operate due to their high price and complexity for routine use .,0
update 1-dairy crest loses a third of morrisons milk contract,-1
deutsche bank downgraded starbucks co. sbux,-1
eurochem cfo andrey ilyin said this facility marks another important step for eurochem in securing the long-term financing necessary for our potash and other strategic projects .,1
"finnish construction group yit has been awarded a contract to install heating , air conditioning and cooling systems to the new head office of the automobile association adac in munich in germany .",1
no financial details of the deployment were disclosed .,0
"at some point , it will spread also to iran and iraq .",0
pretax profit totaled eur 4.9 mn compared to eur 5.2 mn in the first quarter of 2005 .,0
talvivaara is listed on the london stock exchange main market and nasdaq omx helsinki and is included in the ftse 250 index .,0
the sales price was not disclosed .,0
the value of the total investment is about eur 600mn .,0
the availability of the internet services is highlighted in the service offer of kesko s k-group stores .,0
"the share capital of biotie therapies corp. constitutes 90,211,860 shares in the aggregate and the number of voting rights attached to the shares amounts to 90,211,860 .",0
profit for the period fell to eur 1.6 mn from eur 7.5 mn in january-september 2008 .,0
end of day scan stochastic overbought jdst free blrx lpg afsi dvax hdge aht alr asmb,-1
"alexandria , va. , jan. 9 -- united states patent no. 7,862,685 , issued on jan. 4 , was assigned to kemira chemicals inc. marietta , ga. .",0
"as part of the reorganization , kauko-telko ltd will be divided into telko ltd , leipurin ltd , hamina terminal services ltd and kaukomarkkinat ltd. .",0
"companiesnew aggreko ceo to reshape business, strip costs",1
"germany s innovational centers are united in focusing at companies , which aim at use of technologies and development of new kinds of activity , through supporting the beginner companies with the entire spectrum of their services .",0
"finnish power supply solutions and systems provider efore oyj said its net loss widened to 3.2 mln euro 4.2 mln for the first quarter of fiscal 2006-2007 ending october 31 , 2007 from 900,000 euro 1.2 mln for the same period of fiscal 2005-06 .",0
astrazeneca sells caprelsa rights to sanofi unit,1
what stocks large players are selling crox gogo ino,-1
the carrier said its area travel agency is to sell most of its outlets to sister chain suomen matkatoimisto smt and use its remaining bricks-and-mortar presence to primarily target business customers going forward .,0
"profit before taxes decreased by 9 % to eur 187.8 mn in the first nine months of 2008 , compared to eur 207.1 mn a year earlier .",0
eu regulator backs approval for gsk injectable asthma drug,1
aapl 620 resistance area,0
"---------------------------------------------------------------------- -------------- munich , 14 january 2008 bavaria industriekapital ag closed the acquisition of elcoteq communications technology gmbh in offenburg , germany , with the approval of the",0
"technopolis , st. petersburg s telecommunications university and the russian support fund for legislative initiatives signed a protocol of intent in may of this year to set up a technopark in st. petersburg on the base of the st. petersburg telecommunications university .",0
finnish property investment company citycon plans to issue directed subordinated convertible bonds to institutional investors .,0
aspocomp intends to set up a plant to manufacture printed circuit boards with an investment of rs310 crore .,0
"if needed , she provides also further information on ferry connections and hotels .",0
"both operating profit and turnover for the six-month period increased , respectively from eur0 .1 m and eur29 .0 m , as compared to the corresponding period a year ago .",1
"private equity investor capman , the owner of finnish lumene cosmetics company , is planning to list lumene .",0
"it holds 38 percent of outokumpu s shares and voting rights , but in 2001 lawmakers gave it permission to reduce the stake to 10 percent .",0
"exclusive-bp, china s cnpc to unveil oil alliance - sources",1
yakima created the position for him after emerging from economic downturns of its own .,0
aapl short some 592.49,-1
lloyds to cut 945 jobs as part of three-year restructuring strategy,-1
amrn you can many times find top and bottoms when shorts start rejoicing or bulls start rejoicing. currently it is the shorts rejoicing,-1
grounds for the notification tiimari plc 12 30 2010 issued capital convertible loan allocation decision by the board on 01 31 2011 .,0
this organization will assume the responsibility for operations in russia .,0
"the swedish maritime administration has closed the furusund channel , which viking line normally charters en route to stockholm .",0
"ssh communications security corp stock exchange release october 14 , 2008 at 2 45 pm the company updates its full year outlook and estimates its results to remain at loss for the full year .",0
"the buildings , with about 40 condominiums each , will be built in 4 or 5 stages .",0
barclays plc lloyds banking group plc are the 2 banks i d buy today,1
"in finland , martela offers a comprehensive service that can cover the entire process of change from initial inventory and design to removal and maintenance .",0
"tesla motors recalls 2,700 model x suvs tsla",-1
the company s board of directors will propose a dividend of eur 0.14 for 2008 at the annual general meeting .,0
the last job losses related to these reductions will take place during 2010 .,0
"sold out tza 45 put down 1 , which were hedging my 45 call. letting the calls ride solo now.",1
"shares in royal and sun alliance continued to slide back from a 12-month high of 172p last month , after a potential suitor ruled itself out of a takeover bid .",-1
looks like good entry for qihu here.,1
"iso omena is based in the matinkyla district of the southern part of the city of espoo , southern finland .",0
"furthermore , efficiency improvement measures initiated earlier are now bearing fruit , ceo jan lang said .",1
"lcs s services cover the whole life cycle of software and information systems , from process modelling and tailored software development , to hosting services , solution management , maintenance and support .",0
other shareholder entitlements became effective today .,0
yhoo making new hod,1
"recovery has been evident in the liquid handling business , particularly in areas outside europe and primarily in north america and asia .",1
the company operates power plants in the tyumen and chelyabinsk regions and in the khanty-mansi autonomous district .,0
"in the baltic countries , sales fell by 40.2 % , and in russia , by 23.2 % in terms of euros , and by 10.7 % in terms of local currency .",0
cash flow from operations in january-december 2008 was a negative eur 18.1 mn compared to eur 39.0 mn in the corresponding period in 2007 .,0
"the finnish national carrier said net loss in april through june was euro26 million , down from a net profit of euro13 million a year earlier .",0
"the tightened competition situation in the production automation market has affected net sales during 2006 , cencorp said .",0
3-star analyst joe wittine from longbow research reiterated a hold rating on ntap.,1
our standardised services have met with a positive reception among our customers as well as at itella .,1
the kyroskoski investment is to be completed in late 2011 and the nekoski investment in the spring of 2012 .,0
the group s cash flow from operations will be positive .,1
7 march 2011 - finnish it company digia oyj hel dig1v announced today an agreement with mobile-phone major nokia oyj hel nok1v to acquire the commercial licensing and service business related to nokia s qt technology .,1
operating loss totaled eur 25mn compared to a profit of eur 63mn in the corresponding period in 2005 .,-1
renewed ab inbev bid for sabmiller ups stake in beer battle,1
rautaruukki corporation stock exchange release 3 december 2009 at 12 noon ruukki s construction and engineering divisions are to further improve and adjust their operations in finland .,1
etteplan targets to employ at least 20 people in borl nge .,1
"thanks to its extensive industry and operations experience , cybercom offers strategic and technological expertise to these markets telecom , industry , media , public sector , retail , and banking and financial services .",0
fb rejecting highs shortable...at 109,-1
why astrazeneca plc dixons carphone plc are red-hot growth stars,1
finnish automation solutions developer cencorp corporation omx helsinki cnc1v issued on thursday 18 september a profit warning for the third quarter of 2008 .,0
"secure your files online like filling out a tax return , making a backup is boring .",0
cost short finally making gains. i will take half my gains at 147,-1
neon oversold,1
the situation of coated magazine printing paper will continue to be weak .,-1
stockmann mastercard has widened the scope of this cooperation to estonia and latvia .,1
eur 152.4 mn of this was net interest income .,0
"in the third quarter of 2007 , net sales totaled eur 25.95 mn , and operating profit eur 3.88 mn .",0
"finnish pulp and paper machinery maker vaahto group oyj swung to a 1.1 mln euro 1.4 mln net profit in the fiscal 2005-06 , ended august 31 , 2006 , from a 249,000 euro 319,000 net loss in the fiscal 2004-05 .",1
swedbank s shares have been hardest hit of the swedish banks by the ongoing international financial crisis .,-1
"finnish silicon wafers maker okmetic oyj said on september 17 , 2008 that it will invest a total of 15 mln euro 21.3 mln in its sensor wafer business .",0
"the contracts between raute corporation and muling kemian wood products co. , ltd. , which were announced on 3 november 2010 , have taken effect .",0
"the nokia music store begins trading on tuesday , selling singles and albums as well as live music streaming .",0
bp joins forces with det norske in norway,1
"tekla provides 3d software for building and infrastructure engineering , with a focus on building information modelling of steel and concrete structures from design to construction .",0
"in 2009 , comptel slipped to a net loss of eur2 .1 m from a profit of eur6 .6 m in the previous year .",0
australia clears ab inbev s 100 billion sabmiller buyout plan,1
"for the current year , raute expects its net sales to increase and the operating result -- to be positive .",1
ftse 100 flat standard chartered leads risers,1
"helsinki afx - metso said it will upgrade one of upm-kymmene s four paper machines at the latter s mill in jaemsaenkoski with a new coating color supply system , machine and process controls and quality measurements .",1
"brazilian non-profit interbank camara interbancaria de pagamentos cip has acquired solutions from us business integration solutions provider sterling commerce , the latter company said in a statement .",1
the net sales of the whole fiscal year 2008 will be lower than in 2007 and operating profit is estimated to be negative .,0
these restrictions do not apply to statutory dividends .,0
finnish business software group affectogenimap oyj said its net profit halved to 1.2 mln euro 1.5 mln in the first nine months of 2006 from 2.2 mln euro 2.8 mln in the same period of 2005 .,-1
"exports of goods fell by 59 % , and imports by 16.7 % .",0
dxcm - making higher highs higher lows as it consolidates over past several weeks. 26.70 was all time high 2006 .,1
"equity ratio was 60.9 % compared to 54.2 % in the third quarter of 2007 , net sales of the frozen foods business totaled eur 11.0 , up by about 5 % from the third quarter of 2006 .",1
"finnair plc carried a record 8.8 million passengers in 2006 , an increase of 3.5 percent on the previous year , the finnish national carrier reported tuesday .",1
the solid fuel is heated before sludge is mixed therein .,0
changes to the as-built models from the design were communicated to the subcontractors to accommodate them into the steel and grc glass reinforced concrete fabrication process .,0
sales for the department store division increased by 15 % and sales for the clothing store subsidiary seppala increased by 8 % meanwhile sales for hobby hall decreased by 12 % .,1
nokia s u.s. shares were 3.3 percent lower at 12.73 by 1750 gmt .,0
endp being sued by ftc.....nobody will buy them with that hanging over their heads,-1
15 september 2010 - finnish electrical components maker salcomp oyj hel sal1v announced today the launch of its latest twist charger platform .,0
"the ebrd is using its own funds to provide a 21.6 million a loan while the b portion of 10 million euros has been syndicated to two finnish commercial banks , nordea bank finland plc and pohjola bank plc. .",0
"shareholder s full name and id code - petri ailus , born 15.9.1966 for further information , please contact isto hantila , ceo , tel. 358 9 591 8342 .",0
"gmcr with the way this has been acting, it may fall to 65 today, horrible action since it hit 70 yesterday",-1
after the renovation the biggest moulding line in the orhangazi foundry is the most modern line in europe .,1
"the financial impact is estimated to be some 1.5 meur annual improvement in the division s result , starting from fiscal year 2007 .",1
"cargotec s share capital after the increase totals 64,046,460 euros .",0
olvi expects sales and market share to increase in the first quarter of 2010 .,1
the plant will collect raw material from the baltic sea region .,0
"both operating profit and net sales for the six-month period increased , respectively , from eur13 .8 m and eur143 .6 m , as compared to the corresponding period in 2007 .",1
tesco share price closes higher as two more directors leave grocer,1
the total capital of funds managed by the bank decreased by 28 % to eur 284mn by the end of september 2008 .,-1
"the chain posted sales of 298 million euros for full 2005 , a rise of 19.5 percent , year-on-year .",1
"during the strike , finnair estimates to incur a net loss of between eur2m and eur2 .5 m per day .",0
"in contrast , the company s net loss for the third quarter of 2009 contracted to eur 76 million from eur 256 million for the corresponding period a year ago .",1
"net sales by the sata-flexo group came to some eur4 .3 m in 2007 , and the group companies employed a total of 40 people .",0
"yit corporation sept. 24 , 2007 at 13 30 corporate release stock exchange release yit s capital markets day in london , sept. 26 , 2007 on wednesday , september 26 , 2007 , yit will hold a capital markets day for investors and analysts in london .",0
finnish financial group aktia s operating profit for 2009 increased to eur 47.0 mn from eur 6.6 mn in 2008 .,1
"upm-kymmene produces magazine papers and newsprint , as well as fine and specialty papers , converting materials and wood products .",0
one of the headboxes will be equipped with a modern consistency control system to ensure cross machine profile of the plasterboard .,0
"in the first nine months of 2010 , the company s net loss narrowed to eur 415,000 from eur 7.4 million for the corresponding period of 2009 .",1
"a total of 15,000 new citycon shares with a nominal value of eur 1.35 per share were subscribed between 17 and 23 march 2006 exercising the a-b-c options based on the company s stock option plan 1999 .",0
sales have risen in other export markets .,1
industry newswolseley confident in reslilience amid mixed markets,1
the agreement expands tekla structures scope of use to bridge design .,1
"maglan capital up 20.84% in february, long fairpoint frp",1
there are no substitutes to ac drives .,0
the power generated annually by loviisa covers about 10 % of finland s electricity consumption .,0
"if the employee leaves the company within the duration of the cover , the money invested to ensure commitment is returned to the company .",0
nordea bank estonia is part of the largest financial group in the nordic countries .,0
"in 2007 , alma media s operating profit was about eur 53mn .",0
"the figure includes the change in the fair value of the property portfolio , eur 26.2 million .",0
"profit for the period totalled eur 0.8 mn , down from eur 1.1 mn in the corresponding period in 2008 .",-1
"in 2009 , lee man had a combined annual production capacity of close to 4.5 million tonnes of paper and 300,000 tonnes of pulp .",0
"net sales for the financial year 2006 are expected to amount to about eur20m and the operating result ebit is expected to be a loss , as announced before .",-1
"adp news - oct 29 , 2008 - finnish lifting equipment maker konecranes oyj omx kcr1v said today that its net profit rose to eur 116.6 million usd 149.1 m in the first nine months of 2008 from eur 73.6 million for the s",1
"the company booked april-june new orders worth 949 mln eur , compared with 786 mln eur in the same period a year ago .",1
uk winners losers aviva and friends life lead ftse 100 gainers,1
shell challenges exxon dominance with 47 billion-pound bid for bg,-1
brazilian mobile player telemig celular yesterday announced that it has selected finnish software developer tecnomen oyj to expand its prepaid billing system .,1
"the sale will allow campofrio to focus on its recently announced takeover of groupe smithfield holdings , the european unit of smithfield foods inc. sfd of the u.s.",0
the credit covers approximately 70 % of the ship s price .,0
"profit for the period totaled eur 39.4 mn , up from eur 33.9 mn in the corresponding period in 2006 .",1
we hope to increase traffic volumes with the opening of freight one scandinavia .,1
crk time to accumulate for a long position with far more upside than downside,1
"sanoma is a buyer not a target , he said .",0
this wood lacquered clock comes with a stripy hand-crocheted cover .,0
the reduction notice applied to 17 people .,-1
operating profit improved by 16.7 % to eur 7.7 mn .,1
"intu is in the process of streamlining its structure, especially through divestment of non-core businesses",1
com and possibly also through photo-msn .,0
"in q1 of 2010 , bank of land s net interest income increased from eur 9.1 mn to eur 9.7 mn .",1
"it is being developed by symbian , the software licensing consortium led by nokia .",0
"as a result , the number of personnel in finland will be reduced by 158 .",0
"adjustment to the fall in price level , in contrast , has been less effective .",-1
"adp news - jan 13 , 2009 - finnish industrial and environmental measurement equipment maker vaisala oyj omx vaias said yesterday it will develop an operational reference radiosonde for climate change observations .",0
teliasonera has secured deliveries for 4g modems with support for 3g and 2g during the second quarter 2010 .,1
the previous offer was 3.4 % of voting rights and 12.3 % of capital .,0
ea launches origin online game distribution for mac via macrumors ea,1
acquisitions have been made and businesses have been well integrated .,1
expense ratio was 102.6 % compared to 92.9 % in the corresponding period in 2005 .,-1
"yara suomi ltd also provides nitrogen chemicals and technical nitrates to various sectors of industry , as well as products used in environmental protection .",0
"alexandria , va. , march 20 -- patrik flykt and timo alakoski , both of helsinki , finland , and tapio suihko and nadarajah asokan , both of espoo , finland , have developed a method of mobility support of internet-type protocol traffic in a communication system .",0
"proving that good cellphone design is truly a work of art , the website for the nokia 6131 provides a colorful canvas for the expression of mobile-inspired sentiments .",1
equity indexes working on a positive engulfing for march. sml rut iwc smh sox small-caps semis with a fakeout before the b out.,1
finnish metal components supplier componenta oyj said its net profit went up to 3.5 mln euro 4.5 mln in 2006 from 2.2 mln euro 2.8 mln in 2005 .,1
the seawind that was en route from the finnish port of turku to stockholm got stuck in ice already around 4 p.m. on wednesday and the regal star s journey from the swedish port of kapellskar to paldiski in northwestern estonia was cut short at 2 a.m. on thursday .,0
"agj recorded eur 43 mln sales in 2006 , most of which was generated by exports to customers in western europe , the statement said .",0
alma media expects its net sales to increase as forecast previously .,1
poyry is recognized as one of the world s leading advisors to the global forestry industry .,1
"finnish cargotec s kalmar , the business area providing container handling solutions , has been awarded an order for a further ten e-one rubber-tyred gantry rtg cranes from saigon newport company snp , in vietnam .",1
goog breakout very likely medium target 700,1
"26 october 2010 - finnish environmental management company lassila tikanoja oyj hel lat1v , or l t , said today its net profit declined to eur20 .9 m for the first nine months of 2010 from eur27 .6 m for the same period a year earlier .",0
"in the baltic states the company reports net sales of eur 11.9 mn , down from eur 14.2 mn , and an operative ebit of eur -2.2 mn , down from eur -1.7 mn .",0
the company said that the fall in turnover had been planned .,0
"about 36 % of this came from aspo chemicals , 39 % from aspo shipping and 25 % from aspo systems .",0
earnings per share were higher at 0.48 against 0.37 a year before and ahead of market consensus of 0.40 eur .,1
"luna took fifth place on six-under 207 , a shot behind spain s beatriz recari and germany s martina eberl , while welsh player becky brewerton was the highest-placed british finisher , sharing seventh place on three-under 210 after shooting 71 .",0
"the decision of the french court relates to the claims raised by twenty-one former aspocomp s.a.s employees , the company said .",0
"samsung currently occupies third place and lost ground during the quarter , dropping by 1.8 % to an 11.1 % share overall .",0
nokia siemens networks has struggled to make a profit in the past two years .,-1
the insurance division turned a eur120m profit .,0
net profit in the period in 2009 was euro 29 million .,0
capman made its initial investment in onemed in june 2006 .,0
"on the following workday customers can check from their home computers how their purchases are divided between different ingredient groups , how much energy various products contain and what is the nutritional content of all purchases .",0
okmetic has used the furnaces for the contract manufacturing of solar crystals .,0
"nevertheless , the development can not be allowed to ruin the print newspaper , which continues to be sanoma news main medium .",0
"adp news - apr 22 , 2009 - finnish business information systems developer solteq oyj hel stq1v said today its net loss widened to eur 189,000 usd 245,000 for the first quarter of 2009 from eur 10,000 for the same peri",-1
benefon will turn the salo unit into a b2b business unit and establish a b2c business unit in the uk .,0
results are expected late in 2006 .,0
"gild sandbagged the guidance so the can use that last 3 billion up. cc was cautiously optimistic, wait til next er for confirmation",0
fi is developing cooperation in keyword advertising with microsoft .,1
"the contract value amounts to about eur11m , the company added .",0
"kalnapilio-tauro grupe kalnapilis-tauras group , which is owned by denmark s royal unibrew , raised its market share to 25.2 percent from 23.91 percent , as beer sales for the nine months jumped by 11.4 percent to 52.99 million liters .",1
"a total of 185 wonderware certified sis are available to integrate and support wonderware products such as intouch - hmi software , industrialsql server historian , wonderware information server , dt analyst software or qi analyst spc software .",0
timo penttila has been appointed new manager responsible for the asset management of nordea s institutional customers in finland .,0
"the company s goal is to achieve annual savings of eur 2 million usd 2.7 m , of which two thirds are to be realized in 2010 .",1
"the company offers payroll services , including payroll processing , payroll tax administration , and employee pay services , including direct deposit , check signing , and readychex .",0
"in china , finnish kone that provides elevators , escalators , and solutions for modernisation and maintenance will build 342 escalators that will be installed in a high-speed railway section between beijing and shanghai in a 1.5 years time .",1
"financialwire tm , in cooperation with the investrend broadcast syndicate , also provides complete , daily conference call and webcast schedules as a service to shareholders and investors via the firstalert tm networks oefirstalert tm daily .",0
return on investment was 16.6 % compared to 15.8 % in 2004 .,1
"the omx helsinki 25 ended 0.47 pct lower at 3,150.55 and the omx helsinki was down 0.21 pct at 10,736.42 on 1.523 bln eur turnover .",-1
"the decision of tekes was based on , among other , the following grounds the project has a significant impact on the business development of the company .",0
stuk today is a full service house expert in radiation and nuclear safety issues .,0
"in april 2005 , neste separated from its parent company , finnish energy company fortum , and became listed on the helsinki stock exchange .",0
"finnish bank of land reports operating profit of eur 2.2 mn in the first quarter of 2010 , down from eur 6.3 mn in the corresponding period in 2009 .",0
nordea group s operating profit increased in 2010 by 18 percent year-on-year to 3.64 billion euros and total revenue by 3 percent to 9.33 billion euros .,1
looking for a strong bounce spy -- lunchtime rally coming. dia iwm qqq aa fb,1
fixed mobile convergence solutions represent a key value proposition in today s communication market .,0
"most of the growth in beer consumption took place in the far east , latin america and africa .",0
"qualcomm 10% dividend increase rewards patient investors, the future looks bright qcom",1
he is resting comfortably and is looking forward to getting back to work .,0
"the e7 smartphone will be available for rs35 ,000 per handset across india , nokia india vice-president managing director d shivakumar told reporters .",0
stockmann was established in 1862 in finland and it became the first foreign company to enter russia s retail trade market in 1989 .,0
"operating loss totalled eur 0.3 mn , down from a profit of eur 5.1 mn in the first half of 2009 .",-1
"operating profit totalled eur 9.0 mn , down from eur 9.7 mn in the first half of 2008 .",0
rnn more bleeding monday.,-1
"nordstjernan will make the offer in approximately one month , in september 2007 .",0
"so mr. galvan made savings adjustments of his own , buying less liquor and watching portion sizes .",0
"the parties have agreed not to disclose the price of the deal , the group said in a press release .",0
"alexandria , va. , march 15 -- jaakko vilo of turku , finland , has developed a panel press .",0
"liquid handling products include electronic and mechanical pipettes , disposable tips as well as pipette maintenance and calibration services for research institutions , healthcare and industrial laboratories .",0
antniemi refuted a report by the finnish daily turun sanomat as if the company was reorganizing its operations in the baltic countries .,0
"pnc, goldman sachs receive dividend hike green light but don t act pnc gs",1
"following the payment made in april , the company has a total of eur 23.0 million in loans from financial institutions .",0
"these companies own a 20,000 sq. m. office and commercial building and substantial amount of building right for a new shopping center in liljeholmen , stockholm .",0
profit for the period increased from eur 2.9 mn to eur 10.5 mn .,1
"qihu totally missed this one, was about to jump in on that 60 break test but didn t, congrats shorts",-1
"the utility will also provide services related to electricity management , such as hedging trades and risk management and reporting .",0
"ko had missed earnings expectations for the last two quarters, so today s strong results came as a major surprise",1
latvia s stockmann shopping mall is a subsidiary of finland s stockmann plc. .,0
"finnish investment group neomarkka oyj hel nembv said today that it will buy the former production facilities of kuitu finland ltd , as part of negotiations on the option to invest in specialty cellulose fiber business .",0
"in january-september 2007 , the group s net sales from continuing operations rose to eur 213.1 mn from eur 172.6 mn in the corresponding period in 2006 .",1
"simultaneously with this merger plan another merger plan has been signed , according to which suomen projektivuokraus oy , a subsidiary of vtm-rakennuskonevuokraamo oy , would be merged with vtm-rakennuskonevuokraamo oy .",0
"finnish electronics contract manufacturer scanfil reports net sales of eur 58.9 mn in the second quarter of 2007 , down from eur 62.4 mn a year earlier .",0
"beyond the improved voice capabilities , customers now have a streamlined way to comply with recalls and other traceability requirements , providing them with a competitive advantage .",1
corrected-shire to buy dyax for about 5.9 bln,1
"it also includes the installation of new equipment , training and start-up services , as well as service work of the shoe press delivered by vaahto in 2001 .",0
nokia is also negotiating the product portfolio of the new company .,0
glencore slumps 30 percent as debt fears grow,-1
the value of the order is eur 4mn .,0
the company said that it has agreed to a eur160m unsecured credit line from lenders .,0
"the agreement , which will cover monitoring , maintenance , server capacity service and backups , has a one-year extension option .",0
bbry sierra. has a great cash balance and impressive growth rate.would be a wonderful marriage,1
"profit after taxes for the period was up to eur0 .9 m , from eur0 .01 m last year .",1
"oka specialises in new construction , renovation work of residential and non-residential building as well as premises for industrial and logistical use .",0
"neste oil s refineries have a combined crude oil refining capacity of approximately 260,000 barrels a day .",0
the net sales decreased to eur 49.8 million from eur 59.9 million .,0
"in 2007 , etteplan had turnover of eur125 .2 m.",0
pretax profit rose to eur 0.6 mn from eur 0.4 mn in the corresponding period in 2005 .,1
"net sales of finnish sanoma learning literature , of finnish media group sanoma , decreased by 3.6 % in january-june 2009 totalling eur 162.8 mn , down from eur 168.8 mn in the corresponding period in 2008 .",0
the size of a cider bottle will remain unchanged .,0
finlan s listed food industry company hkscan group controlled companies in the baltics improved revenues by eur 3.5 mn to eur 160.4 mn in 2010 from eur 156.9 mn in the year before .,1
revenue in the quarter fell 8 percent to euro 2.4 billion compared to a year earlier .,-1
ebit excluding non-recurring items was estimated to increase from 2009 .,1
what we think,0
keith skeoch to step up as david nish quits as chief executive of standard life,0
"the upgrade is intended to raise the network capacity from 450 mhz to 630 mhz in several cities , enabling bi-directional services for digital television as well as broadband data .",1
no financial details were provided .,0
tesco share price tumbles after negative broker note,-1
"according to finnish l nnen tehtaat s ceo matti karppinen , now that l nnen tehtaat has sold the majority of its feed and grain business , it will quickly start to look for acquisitions .",0
"finnish it consultancy satama interactive oyj said on november 13 , 2006 that jarmo lonnfors took up the position of ceo .",0
"according to the company , the lay-offs will be temporary .",0
"cargo traffic fell 1 % year-on-year to 8,561 tonnes in september 2009 .",0
rihko started to manage raisio s benecol business in summer 2006 after heading tobacco company altadis european operations .,0
the financial statements and interim reports will be released around at 9.00 a.m. finnish time on the given dates .,0
"the company was supposed to deliver machinery to a veneer mill in the tomsk region , in russia .",0
"in the building and home improvement trade , net sales totalled eur 1,173 mn , down from eur 1,566 mn a year earlier .",-1
"the talks involved the food and ingredients divisions , as well as group service functions , the company said .",0
lloyds banking group s share price lifts amid reports bank is poised to axe hundreds of uk jobs,1
"outokumpu of finland , stainless steel manufacturer , plans to enter into a supply agreement with the indian railways .",1
shire share price under pressure after 32bn baxalta deal,-1
"however , he expects banks to provide alternative financing .",1
"it would be premature to talk about dates , volume and the investment procedure , he said .",0
"the russian government will contribute 20 % of the necessary funds , he said .",0
we are now in a position to pursue novel clinical candidates going forward .,1
cymed s net sales are expected to amount to eur 3.5 mn in 2006 .,0
"operating profit decreased to nearly eur 1.7 mn , however .",-1
"following the acquisitions , panostaja will establish a new business unit which will focus on heat treatment of metals .",0
"finland s neste oil has been awarded the chemical industry federation of finland s innovation award for its nexbtl technology , which enables biodiesel to be produced from vegetable oil and animal fat .",1
the finnish paints company acquired the remaining 49 pct that it did not own from ukraine s lgu for an undisclosed sum .,0
atria will also buy the shares of kauhajoen teurastamokiinteistot oy kauhajoki slaughterhouse property from itikka co-operative .,0
terms of the acquisition were not disclosed .,0
"combined with the basware enterprise purchase to pay portfolio , it provides a high level of automation for procurement and invoice workflows .",0
"the company generates net sales of about 600 mln euro 775.5 mln annually and employs 6,000 .",0
rsa insurance hires towergate s egan as chief financial officer,0
"via the move , the company aims annual savings of some eur 3 million usd 4.3 m , the main part of which are expected to be realized this year .",1
"however , the bottom-line result improved thanks to positive financial items .",1
nflx 3% of the lows,1
nyse owner ice may gatecrash deutsche boerse-lse merger,-1
"ahlstrom , headquartered in helsinki , finland , is a global leader in the development , manufacture and marketing of high performance fibre-based materials .",0
dmnd green and moving,1
"in q2 of 2009 , profit before taxes amounted to eur 13.6 mn , down from eur 26.8 mn in q2 of 2008 .",0
the value of this kind of order amounts usually between euro 2 and 3 million .,0
"the cosmetics collection includes an eye shadow , face powder , lip gloss , mascara and accessories .",0
the increase range will vary up to 10 % .,0
lse-deutsche boerse merger would signal end to exchange mega-deals,1
operating profit for continuing operations fell to eur 48.3 mn from eur 72.4 mn in the first half of 2007 .,-1
the company then said it will focus its resources on clinical research .,0
glaston s net profit for the third quarter of 2007 dropped to 2.4 mln euro 3.5 mln from 3.5 mln euro 5.1 mln for the corresponding period of 2006 .,0
"the tekla structures 16 installation has been built according to microsoft s requirements for the windows 7 certification , the company added .",0
astrazeneca acquires zs pharma in 2.7 billion deal,1
london marketwatch -- share prices ended lower in london monday as a rebound in bank stocks failed to offset broader weakness for the ftse 100 .,0
kone shares dropped 4.1 percent to x20ac 43 us 55.77 in helsinki .,-1
"in 2007 , huhtamaki will continue to invest in organic growth .",0
"the daily graphic newspaper , in october , reported an initiative being embarked upon by the fidelity bank to partner ghana post , which has offices across the country , to offer financial services to the unbanked and under-banked in the country .",0
"glaston s own glass processing unit , tamglass glass processing , is a manufacturer of high quality safety glass products operating in finland .",0
"of these shares 14,747,084 are held by the company and the number of outstanding shares and voting rights attached to the shares amounts thus to 161,256,847 .",0
"u.k. stocks little changed near record as barclays, shell fall",-1
amrn got sell signal 7 1 14 still in force with target below 1.50,-1
"mr. mikko saavalainen , head of comptel s global sales concludes gibtelecom provides a perfect illustration of the variety of business , technical and regulatory challenges operators are facing in their oss today .",0
"alexandria , va. , oct. 6 -- united states patent no. 7,804,288 , issued on sept. 28 , was assigned to vacon oyj vaasa , finland .",0
